,Unnamed: 0,W/L,Weight class,Method,Round,Time,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,fight_num,event_id
9,9,win,Middleweight,U-DEC,3,5:00,Riki Fukuda,Steve Cantwell,0,0,124,47,3,1,0,1,10,8377c5572cb356f3
10,10,win,Bantamweight,U-DEC,3,5:00,Chris Cariaso,Takeya Mizugaki,0,0,37,28,0,2,0,0,11,8377c5572cb356f3
11,11,win,Featherweight,KO/TKO  Punch,2,0:32,Issei Tamura,Zhang Tiequan,2,0,15,6,1,0,0,1,12,8377c5572cb356f3
0,0,win,Light Heavyweight,KO/TKO  Punch,2,4:08,Wanderlei Silva,Brian Stann,2,1,43,43,0,0,0,0,1,83c6c3e0f8bde8ee
1,1,win,Heavyweight,KO/TKO  Punch,3,1:44,Mark Hunt,Stefan Struve,1,0,47,24,1,0,0,1,2,83c6c3e0f8bde8ee
2,2,win,Lightweight,S-DEC,3,5:00,Diego Sanchez,Takanori Gomi,0,0,65,81,2,0,1,0,3,83c6c3e0f8bde8ee
3,3,win,Middleweight,S-DEC,3,5:00,Yushin Okami,Hector Lombard,0,0,37,45,3,0,0,0,4,83c6c3e0f8bde8ee
4,4,win,Featherweight,U-DEC,3,5:00,Rani Yahya,Mizuto Hirota,0,0,13,4,5,1,1,0,5,83c6c3e0f8bde8ee
5,5,win,Welterweight,U-DEC,3,5:00,Dong Hyun Kim,Siyar Bahadurzada,0,0,23,5,3,0,1,0,6,83c6c3e0f8bde8ee
6,6,win,Middleweight,U-DEC,3,5:00,Brad Tavares,Riki Fukuda,0,0,116,69,0,1,0,0,7,83c6c3e0f8bde8ee
7,7,win,Bantamweight,S-DEC,3,5:00,Takeya Mizugaki,Bryan Caraway,0,0,67,37,0,2,0,1,8,83c6c3e0f8bde8ee
8,8,win,Lightweight,U-DEC,3,5:00,Kazuki Tokudome,Cristiano Marcello,1,0,33,33,2,1,0,0,9,83c6c3e0f8bde8ee
9,9,nc  nc,Bantamweight,Overturned,3,5:00,Alex Caceres,Kyung Ho Kang,0,0,30,16,0,5,0,0,10,83c6c3e0f8bde8ee
10,10,win,Welterweight,KO/TKO  Knee,2,4:00,Hyun Gyu Lim,Marcelo Guimaraes,1,0,62,47,0,2,0,0,11,83c6c3e0f8bde8ee
0,0,win,Middleweight,KO/TKO,2,1:16,Chris Weidman,Anderson Silva,1,0,20,8,1,0,1,0,1,83d0de122f2f9664
1,1,win,Women's Bantamweight,SUB  Armbar,3,0:58,Ronda Rousey,Miesha Tate,0,0,40,24,6,1,3,0,2,83d0de122f2f9664
2,2,win,Heavyweight,KO/TKO  Elbows,1,1:00,Travis Browne,Josh Barnett,0,0,12,5,0,0,0,0,3,83d0de122f2f9664
3,3,win,Lightweight,SUB  Armbar,1,3:42,Jim Miller,Fabricio Camoes,0,0,6,11,1,0,1,0,4,83d0de122f2f9664
4,4,win,Featherweight,KO/TKO  Punches,1,4:54,Dustin Poirier,Diego Brandao,1,0,44,16,0,1,0,0,5,83d0de122f2f9664
5,5,win,Middleweight,KO/TKO,1,5:00,Uriah Hall,Chris Leben,1,0,20,11,0,0,0,0,6,83d0de122f2f9664
6,6,win,Lightweight,KO/TKO  Punch,2,1:32,Michael Johnson,Gleison Tibau,1,0,22,12,0,0,0,0,7,83d0de122f2f9664
7,7,nc  nc,Featherweight,Overturned,3,5:00,Dennis Siver,Manvel Gamburyan,0,0,54,14,2,3,0,0,8,83d0de122f2f9664
8,8,win,Welterweight,U-DEC,3,5:00,John Howard,Siyar Bahadurzada,0,0,47,44,3,1,0,0,9,83d0de122f2f9664
9,9,win,Welterweight,U-DEC,3,5:00,William Macario,Bobby Voelker,0,0,133,61,3,0,0,0,10,83d0de122f2f9664
10,10,win,Featherweight,KO/TKO  Punches,3,0:12,Robert Peralta,Estevan Payan,1,0,34,32,2,1,0,0,11,83d0de122f2f9664
0,0,win,Bantamweight,U-DEC,5,5:00,Dominick Cruz,Urijah Faber,0,0,90,50,4,1,0,0,1,83fd97284f4bb4a4
1,1,win,Middleweight,KO/TKO  Punches,1,0:27,Chris Leben,Wanderlei Silva,1,0,9,3,0,0,0,0,2,83fd97284f4bb4a4
2,2,win,Lightweight,U-DEC,3,5:00,Dennis Siver,Matt Wiman,0,0,31,26,1,5,0,2,3,83fd97284f4bb4a4
3,3,win,Light Heavyweight,SUB  Guillotine Choke,1,1:56,Tito Ortiz,Ryan Bader,1,0,6,4,0,0,1,0,4,83fd97284f4bb4a4
4,4,win,Welterweight,KO/TKO  Flying Knee,1,2:58,Carlos Condit,Dong Hyun Kim,1,0,8,1,0,1,1,0,5,83fd97284f4bb4a4
5,5,win,Lightweight,KO/TKO  Punch,1,2:12,Melvin Guillard,Shane Roller,2,0,17,1,0,0,0,0,6,83fd97284f4bb4a4
6,6,win,Lightweight,KO/TKO  Punch,1,0:59,Rafael Dos Anjos,George Sotiropoulos,1,0,2,2,0,0,0,0,7,83fd97284f4bb4a4
7,7,win,Bantamweight,U-DEC,3,5:00,Brian Bowles,Takeya Mizugaki,0,0,29,14,1,0,0,0,8,83fd97284f4bb4a4
8,8,win,Middleweight,U-DEC,3,5:00,Aaron Simpson,Brad Tavares,0,0,43,13,2,1,2,0,9,83fd97284f4bb4a4
9,9,win,Lightweight,U-DEC,3,5:00,Anthony Njokuani,Andre Winner,0,0,116,15,2,0,0,0,10,83fd97284f4bb4a4
10,10,win,Bantamweight,U-DEC,3,5:00,Jeff Hougland,Donny Walker,0,0,61,31,1,0,4,2,11,83fd97284f4bb4a4
0,0,win,Bantamweight,SUB  Guillotine Choke,1,3:17,Marlon Moraes,Raphael Assuncao,1,0,10,2,0,0,1,0,1,84283233ec42be5f
1,1,win,Featherweight,KO/TKO  Punches,2,0:44,Jose Aldo,Renato Moicano,0,0,26,24,0,0,0,0,2,84283233ec42be5f
2,2,win,Welterweight,SUB  Rear Naked Choke,1,2:38,Demian Maia,Lyman Good,0,0,0,0,2,0,2,0,3,84283233ec42be5f
3,3,win,Lightweight,SUB  Anaconda Choke,2,0:55,Charles Oliveira,David Teymur,0,1,28,26,1,0,1,0,4,84283233ec42be5f
4,4,win,Light Heavyweight,KO/TKO  Spinning Back Fist,1,0:15,Johnny Walker,Justin Ledet,1,0,7,0,0,0,0,0,5,84283233ec42be5f
5,5,win,Women's Strawweight,S-DEC,3,5:00,Livinha Souza,Sarah Frota,0,0,23,32,4,0,3,0,6,84283233ec42be5f
6,6,win,Middleweight,SUB  Anaconda Choke,2,1:07,Markus Perez,Anthony Hernandez,0,0,16,17,1,0,1,0,7,84283233ec42be5f
7,7,win,Women's Flyweight,S-DEC,3,5:00,Mara Romero Borella,Taila Santos,0,0,29,36,2,1,0,2,8,84283233ec42be5f
8,8,win,Welterweight,S-DEC,3,5:00,Thiago Alves,Max Griffin,0,1,83,112,0,2,0,0,9,84283233ec42be5f
9,9,win,Heavyweight,KO/TKO  Kick,2,0:54,Jairzinho Rozenstruik,Junior Albini,1,0,19,18,0,2,0,0,10,84283233ec42be5f
10,10,win,Featherweight,U-DEC,3,5:00,Geraldo de Freitas,Felipe Colares,0,0,49,21,6,3,0,0,11,84283233ec42be5f
11,11,win,Bantamweight,KO/TKO  Spinning Back Kick,1,2:28,Said Nurmagomedov,Ricardo Ramos,1,0,17,2,0,0,0,0,12,84283233ec42be5f
12,12,win,Flyweight,S-DEC,3,5:00,Rogerio Bontorin,Bibulatov Magomed,0,0,40,58,1,4,2,0,13,84283233ec42be5f
0,0,win,Light Heavyweight,S-DEC,3,5:00,Forrest Griffin,Tito Ortiz,0,0,70,24,0,3,0,0,1,84a067c46306a737
1,1,win,Welterweight,SUB  Rear Naked Choke,2,4:47,Josh Koscheck,Anthony Johnson,0,0,19,16,2,0,1,0,2,84a067c46306a737
2,2,win,Welterweight,U-DEC,3,5:00,Paulo Thiago,Jacob Volkmann,2,0,34,16,2,1,0,1,3,84a067c46306a737
3,3,win,Light Heavyweight,KO/TKO  Punch,1,1:56,Rogerio Nogueira,Luiz Cane,1,0,14,3,0,0,0,0,4,84a067c46306a737
4,4,win,Welterweight,U-DEC,3,5:00,Amir Sadollah,Phil Baroni,0,0,134,51,0,1,0,0,5,84a067c46306a737
5,5,win,Welterweight,KO/TKO  Knee,1,3:24,Ben Saunders,Marcus Davis,0,0,22,8,0,0,0,0,6,84a067c46306a737
6,6,win,Middleweight,SUB  Triangle Choke,1,3:59,Kendall Grove,Jake Rosholt,0,0,3,5,1,3,1,1,7,84a067c46306a737
7,7,win,Welterweight,KO/TKO  Punches,2,3:25,Brian Foster,Brock Larson,0,0,28,6,2,1,0,1,8,84a067c46306a737
8,8,draw  draw,Lightweight,M-DEC,3,5:00,Caol Uno,Fabricio Camoes,0,0,28,22,2,5,0,2,9,84a067c46306a737
9,9,win,Lightweight,SUB  Armbar,2,4:36,George Sotiropoulos,Jason Dent,0,0,33,25,3,0,2,0,10,84a067c46306a737
0,0,win,Light Heavyweight,KO/TKO,3,5:00,Thiago Santos,Eryk Anders,0,0,100,32,1,6,0,1,1,852454c572675334
1,1,win,Welterweight,KO/TKO  Punch,1,0:39,Alex Oliveira,Carlo Pedersoli Jr.,0,0,7,2,0,0,0,0,2,852454c572675334
2,2,win,Light Heavyweight,KO/TKO  Punch,2,1:00,Rogerio Nogueira,Sam Alvey,1,0,26,34,0,0,0,0,3,852454c572675334
3,3,win,Bantamweight,S-DEC,3,5:00,Andre Ewell,Renan Barao,1,0,53,44,1,3,0,2,4,852454c572675334
4,4,draw  draw,Women's Strawweight,M-DEC,3,5:00,Randa Markos,Marina Rodriguez,0,0,48,60,2,0,0,0,5,852454c572675334
5,5,win,Lightweight,SUB  Rear Naked Choke,2,3:22,Charles Oliveira,Christos Giagos,0,0,28,18,2,0,1,0,6,852454c572675334
6,6,win,Lightweight,KO/TKO  Knee,2,4:10,Francisco Trinaldo,Evan Dunham,1,0,28,25,0,1,0,0,7,852454c572675334
7,7,win,Light Heavyweight,U-DEC,3,5:00,Ryan Spann,Luis Henrique,0,0,46,30,0,4,1,1,8,852454c572675334
8,8,win,Heavyweight,KO/TKO  Punches,3,4:03,Augusto Sakai,Chase Sherman,0,0,111,79,1,0,0,0,9,852454c572675334
9,9,win,Welterweight,SUB  Arm Triangle,2,4:42,Sergio Moraes,Ben Saunders,0,0,2,1,2,0,2,0,10,852454c572675334
10,10,win,Women's Flyweight,SUB  Armbar,1,4:55,Mayra Bueno Silva,Gillian Robertson,0,0,11,11,0,1,1,0,11,852454c572675334
11,11,win,Middleweight,U-DEC,3,5:00,Thales Leites,Hector Lombard,0,0,54,46,2,0,0,0,12,852454c572675334
12,12,win,Welterweight,KO/TKO  Flying Knee,2,1:20,Elizeu Zaleski dos Santos,Luigi Vendramini,1,0,15,4,0,0,0,1,13,852454c572675334
13,13,win,Women's Strawweight,SUB  Guillotine Choke,1,1:21,Livinha Souza,Alex Chambers,0,0,10,4,1,0,1,0,14,852454c572675334
0,0,win,Light Heavyweight,S-DEC,3,5:00,Tito Ortiz,Vitor Belfort,0,0,27,19,4,0,0,1,1,85d905f7c4f5a1af
1,1,win,Middleweight,SUB  Guillotine Choke,3,4:19,Pete Sell,Phil Baroni,0,0,16,17,1,4,1,0,2,85d905f7c4f5a1af
2,2,win,Heavyweight,SUB  Ankle Lock,1,0:47,Andrei Arlovski,Tim Sylvia,1,0,5,2,0,0,2,0,3,85d905f7c4f5a1af
3,3,win,Middleweight,KO/TKO  Punches,1,4:35,Evan Tanner,David Terrell,0,0,19,4,0,2,0,1,4,85d905f7c4f5a1af
4,4,win,Heavyweight,KO/TKO  Punches,1,3:34,Paul Buentello,Justin Eilers,1,0,22,7,0,0,0,0,5,85d905f7c4f5a1af
5,5,win,Heavyweight,KO/TKO  Punch,1,1:55,Mike Kyle,James Irvin,1,0,10,3,1,0,0,0,6,85d905f7c4f5a1af
6,6,win,Middleweight,KO/TKO,1,5:00,David Loiseau,Gideon Ray,2,0,17,11,0,1,1,0,7,85d905f7c4f5a1af
7,7,win,Welterweight,U-DEC,3,5:00,Karo Parisyan,Chris Lytle,0,0,29,7,7,0,2,2,8,85d905f7c4f5a1af
8,8,win,Welterweight,KO/TKO  Punches,1,4:40,Nick Diaz,Drew Fickett,0,0,13,3,0,0,1,2,9,85d905f7c4f5a1af
0,0,win,Women's Featherweight,U-DEC,5,5:00,Germaine de Randamie,Holly Holm,0,0,80,77,0,0,0,0,1,865aa315ea62c511
1,1,win,Middleweight,U-DEC,3,5:00,Anderson Silva,Derek Brunson,0,0,43,54,0,2,0,0,2,865aa315ea62c511
2,2,win,Middleweight,SUB  Kimura,1,3:41,Jacare Souza,Tim Boetsch,0,0,7,6,1,0,1,0,3,865aa315ea62c511
3,3,win,Light Heavyweight,U-DEC,3,5:00,Glover Teixeira,Jared Cannonier,0,0,24,21,3,0,1,0,4,865aa315ea62c511
4,4,win,Lightweight,M-DEC,3,5:00,Dustin Poirier,Jim Miller,0,0,97,71,3,1,0,3,5,865aa315ea62c511
5,5,win,Welterweight,U-DEC,3,5:00,Belal Muhammad,Randy Brown,0,0,71,52,2,0,0,0,6,865aa315ea62c511
6,6,win,Flyweight,U-DEC,3,5:00,Wilson Reis,Yuta Sasaki,0,0,34,34,6,0,2,0,7,865aa315ea62c511
7,7,win,Lightweight,U-DEC,3,5:00,Islam Makhachev,Nik Lentz,0,0,43,13,5,0,0,1,8,865aa315ea62c511
8,8,win,Featherweight,S-DEC,3,5:00,Ricky Glenn,Phillipe Nover,0,0,52,50,0,0,0,0,9,865aa315ea62c511
9,9,win,Welterweight,U-DEC,3,5:00,Ryan LaFlare,Roan Carneiro,1,0,29,19,1,0,0,0,10,865aa315ea62c511
0,0,win,Middleweight,KO/TKO  Elbows,3,1:38,Yoel Romero,Lyoto Machida,0,0,42,31,1,0,0,0,1,86e388ed20761ad9
1,1,win,Welterweight,KO/TKO  Punches,2,3:07,Lorenz Larkin,Santiago Ponzinibbio,1,0,64,33,0,0,0,0,2,86e388ed20761ad9
2,2,win,Middleweight,SUB  Rear Naked Choke,3,4:37,Antonio Carlos Junior,Eddie Gordon,0,0,40,12,4,0,1,0,3,86e388ed20761ad9
3,3,win,Middleweight,KO/TKO  Kick,1,0:29,Thiago Santos,Steve Bosse,1,0,3,0,0,0,0,0,4,86e388ed20761ad9
4,4,win,Featherweight,S-DEC,3,5:00,Hacran Dias,Levan Makashvili,0,0,17,37,3,2,1,0,5,86e388ed20761ad9
5,5,win,Welterweight,U-DEC,3,5:00,Alex Oliveira,Joe Merritt,0,0,11,23,5,0,2,0,6,86e388ed20761ad9
6,6,win,Welterweight,U-DEC,3,5:00,Leandro Silva,Lewis Gonzalez,0,0,28,21,3,2,0,0,7,86e388ed20761ad9
7,7,win,Welterweight,KO/TKO  Punch,1,2:43,Tony Sims,Steve Montgomery,1,0,10,9,0,0,0,0,8,86e388ed20761ad9
8,8,win,Bantamweight,U-DEC,3,5:00,Sirwan Kakai,Danny Martinez,1,0,52,59,5,0,0,0,9,86e388ed20761ad9
0,0,win,Welterweight,U-DEC,5,5:00,Belal Muhammad,Vicente Luque,0,0,60,84,5,0,0,0,1,8753e125f4499816
1,1,win,Middleweight,U-DEC,3,3:56,Caio Borralho,Gadzhi Omargadzhiev,0,0,31,12,1,1,0,0,2,8753e125f4499816
2,2,win,Welterweight,KO/TKO  Punches,1,4:39,Andre Fialho,Miguel Baeza,1,0,32,24,0,0,0,0,3,8753e125f4499816
3,3,win,Women's Bantamweight,U-DEC,3,5:00,Mayra Bueno Silva,Wu Yanan,0,0,87,62,0,1,2,0,4,8753e125f4499816
4,4,win,Featherweight,U-DEC,3,5:00,Pat Sabatini,TJ Laramie,0,0,36,15,6,1,0,0,5,8753e125f4499816
5,5,win,Welterweight,U-DEC,3,5:00,Mounir Lazzez,Ange Loosa,0,0,141,88,0,0,0,0,6,8753e125f4499816
6,6,win,Heavyweight,KO/TKO  Punches,3,3:21,Devin Clark,William Knight,1,0,34,21,2,1,0,2,7,8753e125f4499816
7,7,win,Women's Bantamweight,U-DEC,3,5:00,Pannie Kianzad,Lina Lansberg,0,1,78,39,1,0,0,0,8,8753e125f4499816
8,8,win,Lightweight,KO/TKO  Punches,2,0:33,Drakkar Klose,Brandon Jenkins,2,0,76,18,2,0,0,0,9,8753e125f4499816
9,9,win,Lightweight,SUB  Rear Naked Choke,2,4:50,Rafa Garcia,Jesse Ronson,0,0,35,25,3,0,1,0,10,8753e125f4499816
10,10,win,Heavyweight,U-DEC,3,1:38,Martin Buday,Chris Barnett,1,0,56,23,0,0,0,0,11,8753e125f4499816
11,11,win,Lightweight,S-DEC,3,5:00,Jordan Leavitt,Trey Ogden,0,0,69,41,0,1,0,2,12,8753e125f4499816
12,12,win,Women's Strawweight,M-DEC,3,5:00,Sam Hughes,Istela Nunes,0,0,76,89,2,0,0,0,13,8753e125f4499816
13,13,win,Bantamweight,KO/TKO  Punches,1,0:47,Alatengheili,Kevin Croom,1,0,9,2,0,0,0,0,14,8753e125f4499816
0,0,win,Welterweight,U-DEC,3,5:00,Nick Diaz,BJ Penn,0,0,178,88,0,1,0,0,1,8788beb528894f33
1,1,win,Heavyweight,U-DEC,3,5:00,Cheick Kongo,Matt Mitrione,0,0,44,21,2,0,0,0,2,8788beb528894f33
2,2,win,Heavyweight,KO/TKO  Punches,3,1:30,Roy Nelson,Mirko Filipovic,0,0,32,30,2,0,0,0,3,8788beb528894f33
3,3,win,Bantamweight,U-DEC,3,5:00,Scott Jorgensen,Jeff Curran,0,0,42,41,5,0,0,1,4,8788beb528894f33
4,4,win,Featherweight,S-DEC,3,5:00,Hatsu Hioki,George Roop,0,0,24,35,2,2,0,0,5,8788beb528894f33
5,5,win,Lightweight,SUB  Rear Naked Choke,1,2:22,Donald Cerrone,Dennis Siver,2,0,9,12,0,0,1,0,6,8788beb528894f33
6,6,win,Featherweight,KO/TKO  Punches,1,2:45,Bart Palaszewski,Tyson Griffin,1,0,17,6,0,0,0,0,7,8788beb528894f33
7,7,win,Light Heavyweight,U-DEC,3,5:00,Brandon Vera,Eliot Marshall,0,1,33,21,1,1,0,2,8,8788beb528894f33
8,8,win,Lightweight,U-DEC,3,5:00,Ramsey Nijem,Danny Downes,0,0,59,6,8,0,4,0,9,8788beb528894f33
9,9,win,Middleweight,U-DEC,3,5:00,Francis Carmont,Chris Camozzi,1,0,51,22,3,0,0,1,10,8788beb528894f33
10,10,win,Middleweight,U-DEC,3,5:00,Clifford Starks,Dustin Jacoby,0,0,26,18,3,0,0,0,11,8788beb528894f33
0,0,win,Middleweight,S-DEC,5,5:00,Sean Strickland,Jack Hermansson,0,0,153,137,0,0,0,0,1,883922e5cd6d8473
1,1,win,Middleweight,S-DEC,3,5:00,Nick Maximov,Punahele Soriano,0,0,29,45,11,0,1,0,2,883922e5cd6d8473
2,2,win,Welterweight,KO/TKO  Kick,1,4:10,Shavkat Rakhmonov,Carlston Harris,1,0,13,10,1,0,0,0,3,883922e5cd6d8473
3,3,win,Light Heavyweight,SUB  Rear Naked Choke,2,2:10,Brendan Allen,Sam Alvey,1,0,36,24,0,0,1,0,4,883922e5cd6d8473
4,4,win,Middleweight,U-DEC,3,5:00,Bryan Battle,Tresean Gore,0,0,112,57,1,2,0,1,5,883922e5cd6d8473
5,5,win,Featherweight,S-DEC,3,5:00,Julian Erosa,Steven Peterson,0,0,155,148,3,0,0,2,6,883922e5cd6d8473
6,6,win,Bantamweight,SUB  Arm Triangle,3,1:38,John Castaneda,Miles Johns,1,0,58,34,0,0,1,0,7,883922e5cd6d8473
7,7,win,Featherweight,U-DEC,3,5:00,Hakeem Dawodu,Michael Trizano,0,0,141,70,0,1,0,0,8,883922e5cd6d8473
8,8,win,Middleweight,KO/TKO  Punches,1,0:16,Chidi Njokuani,Marc-Andre Barriault,1,0,11,2,0,0,0,0,9,883922e5cd6d8473
9,9,win,Women's Bantamweight,U-DEC,3,5:00,Alexis Davis,Julija Stoliarenko,0,0,85,56,1,0,0,3,10,883922e5cd6d8473
10,10,win,Light Heavyweight,KO/TKO  Punches,1,2:57,Jailton Almeida,Danilo Marques,0,0,30,0,2,0,0,0,11,883922e5cd6d8473
11,11,win,Welterweight,KO/TKO  Punches,2,2:15,Phil Rowe,Jason Witt,1,0,8,8,0,4,0,0,12,883922e5cd6d8473
12,12,win,Flyweight,KO/TKO,1,1:22,Malcolm Gordon,Denys Bondar,0,0,3,4,1,1,1,0,13,883922e5cd6d8473
0,0,draw  draw,Welterweight,M-DEC,3,5:00,BJ Penn,Jon Fitch,0,0,12,47,2,4,1,0,1,88a9bc81271ccd89
1,1,win,Middleweight,KO/TKO  Punches,2,1:54,Michael Bisping,Jorge Rivera,1,0,50,8,3,0,0,0,2,88a9bc81271ccd89
2,2,win,Lightweight,U-DEC,3,5:00,Dennis Siver,George Sotiropoulos,2,0,74,38,0,0,0,0,3,88a9bc81271ccd89
3,3,win,Welterweight,U-DEC,3,5:00,Brian Ebersole,Chris Lytle,1,0,32,24,4,0,1,5,4,88a9bc81271ccd89
4,4,win,Middleweight,SUB  Rear Naked Choke,1,1:35,Kyle Noke,Chris Camozzi,0,0,4,4,1,0,1,0,5,88a9bc81271ccd89
5,5,win,Lightweight,U-DEC,3,5:00,Ross Pearson,Spencer Fisher,0,0,59,38,3,1,0,0,6,88a9bc81271ccd89
6,6,win,Light Heavyweight,SUB  Rear Naked Choke,1,4:27,Alexander Gustafsson,James Te Huna,0,0,4,6,1,1,2,0,7,88a9bc81271ccd89
7,7,win,Middleweight,U-DEC,3,5:00,Nick Ring,Riki Fukuda,0,0,41,28,0,6,0,0,8,88a9bc81271ccd89
8,8,win,Light Heavyweight,SUB  Rear Naked Choke,1,2:45,Anthony Perosh,Tom Blackledge,0,0,7,8,1,0,1,0,9,88a9bc81271ccd89
9,9,win,Featherweight,SUB  Guillotine Choke,1,0:48,Zhang Tiequan,Jason Reinhardt,0,0,4,2,0,0,1,0,10,88a9bc81271ccd89
10,10,win,Heavyweight,KO/TKO  Punch,2,1:41,Mark Hunt,Chris Tuchscherer,1,0,14,9,0,1,0,0,11,88a9bc81271ccd89
11,11,win,Lightweight,U-DEC,3,5:00,Curt Warburton,Maciej Jewtuszko,0,0,18,30,4,0,0,0,12,88a9bc81271ccd89
0,0,win,Catch Weight,KO/TKO  Punch,1,3:02,Vitor Belfort,Rich Franklin,0,0,9,4,0,0,0,0,1,896c322f56b8be5a
1,1,win,Heavyweight,KO/TKO  Punches,3,2:00,Junior Dos Santos,Mirko Filipovic,0,0,70,22,0,0,0,0,2,896c322f56b8be5a
2,2,win,Welterweight,KO/TKO  Punches,1,2:31,Paul Daley,Martin Kampmann,0,0,27,12,0,0,0,0,3,896c322f56b8be5a
3,3,win,Welterweight,KO/TKO  Punch,1,1:25,Josh Koscheck,Frank Trigg,1,0,9,1,0,0,0,0,4,896c322f56b8be5a
4,4,win,Lightweight,KO/TKO  Punch,2,3:26,Tyson Griffin,Hermes Franca,1,0,67,11,0,0,0,0,5,896c322f56b8be5a
5,5,win,Lightweight,KO/TKO  Punch,1,3:36,Efrain Escudero,Cole Miller,1,0,10,6,1,0,0,0,6,896c322f56b8be5a
6,6,win,Middleweight,SUB  Rear Naked Choke,2,1:03,Tomasz Drwal,Drew McFedries,0,0,31,17,3,0,1,0,7,896c322f56b8be5a
7,7,win,Lightweight,KO/TKO,2,0:48,Jim Miller,Steve Lopez,1,0,30,6,0,0,1,0,8,896c322f56b8be5a
8,8,win,Lightweight,U-DEC,3,5:00,Nik Lentz,Rafaello Oliveira,0,0,67,29,4,4,4,0,9,896c322f56b8be5a
9,9,win,Welterweight,SUB  Arm Triangle,2,1:09,Rick Story,Brian Foster,0,0,18,6,3,0,1,1,10,896c322f56b8be5a
10,10,win,Light Heavyweight,S-DEC,3,5:00,Eliot Marshall,Jason Brilz,0,0,29,27,0,0,0,0,11,896c322f56b8be5a
11,11,win,Light Heavyweight,U-DEC,3,5:00,Vladimir Matyushenko,Igor Pokrajac,0,0,44,17,4,1,1,0,12,896c322f56b8be5a
12,12,win,Lightweight,U-DEC,3,5:00,Rafael Dos Anjos,Rob Emerson,0,0,52,27,2,0,0,0,13,896c322f56b8be5a
0,0,win,Lightweight,KO/TKO  Punch,5,3:39,Justin Gaethje,Tony Ferguson,0,0,143,136,0,0,0,0,1,898337ef520fe4d3
1,1,win,Bantamweight,KO/TKO  Knee,2,4:58,Henry Cejudo,Dominick Cruz,1,0,53,33,1,0,0,0,2,898337ef520fe4d3
2,2,win,Heavyweight,KO/TKO  Punch,1,0:20,Francis Ngannou,Jairzinho Rozenstruik,1,0,6,5,0,0,0,0,3,898337ef520fe4d3
3,3,win,Featherweight,KO/TKO  Elbow,2,2:49,Calvin Kattar,Jeremy Stephens,1,0,52,57,0,0,0,0,4,898337ef520fe4d3
4,4,win,Heavyweight,U-DEC,3,5:00,Greg Hardy,Yorgan De Castro,0,0,55,24,0,0,0,0,5,898337ef520fe4d3
5,5,win,Welterweight,U-DEC,3,5:00,Anthony Pettis,Donald Cerrone,0,0,63,62,0,2,0,0,6,898337ef520fe4d3
6,6,win,Heavyweight,S-DEC,3,5:00,Aleksei Oleinik,Fabricio Werdum,0,0,94,53,0,3,0,1,7,898337ef520fe4d3
7,7,win,Women's Strawweight,S-DEC,3,5:00,Carla Esparza,Michelle Waterson-Gomez,0,0,45,44,1,0,0,0,8,898337ef520fe4d3
8,8,win,Welterweight,KO/TKO  Punches,3,3:37,Vicente Luque,Niko Price,1,0,130,129,0,1,0,0,9,898337ef520fe4d3
9,9,win,Featherweight,U-DEC,3,5:00,Bryce Mitchell,Charles Rosa,0,0,40,5,3,0,5,0,10,898337ef520fe4d3
10,10,win,Light Heavyweight,S-DEC,3,5:00,Ryan Spann,Sam Alvey,0,0,51,57,2,0,1,0,11,898337ef520fe4d3
0,0,win,Women's Bantamweight,U-DEC,5,5:00,Valentina Shevchenko,Holly Holm,0,0,87,54,3,0,0,0,1,8a028648f3f0761d
1,1,win,Lightweight,U-DEC,3,5:00,Edson Barboza,Gilbert Melendez,0,0,56,39,1,0,0,0,2,8a028648f3f0761d
2,2,win,Heavyweight,KO/TKO  Punches,1,1:34,Francis Ngannou,Bojan Mihajlovic,0,0,8,3,0,0,0,0,3,8a028648f3f0761d
3,3,win,Women's Strawweight,SUB  Rear Naked Choke,1,1:59,Felice Herrig,Kailin Curran,0,0,13,5,1,0,1,0,4,8a028648f3f0761d
4,4,win,Bantamweight,KO/TKO  Punches,3,1:54,Eddie Wineland,Frankie Saenz,1,0,42,45,0,1,0,0,5,8a028648f3f0761d
5,5,win,Featherweight,U-DEC,3,5:00,Darren Elkins,Godofredo Pepey,0,0,33,20,5,0,0,2,6,8a028648f3f0761d
6,6,win,Welterweight,U-DEC,3,5:00,Kamaru Usman,Alexander Yakovlev,0,0,41,8,5,0,0,0,7,8a028648f3f0761d
7,7,win,Lightweight,U-DEC,3,5:00,Michel Prazeres,JC Cottrell,0,0,48,14,7,0,1,0,8,8a028648f3f0761d
8,8,win,Welterweight,U-DEC,3,5:00,Alex Oliveira,James Moontasri,0,0,58,12,2,0,0,0,9,8a028648f3f0761d
9,9,win,Featherweight,S-DEC,3,5:00,Jason Knight,Jim Alers,0,0,76,41,1,4,0,0,10,8a028648f3f0761d
10,10,win,Heavyweight,SUB  Rear Naked Choke,2,3:58,Luis Henrique,Dmitrii Smoliakov,0,0,20,14,1,0,1,0,11,8a028648f3f0761d
0,0,win,Lightweight,KO/TKO,1,5:00,Dustin Poirier,Conor McGregor,0,0,36,27,1,0,0,1,1,8a0be41c0380188d
1,1,win,Welterweight,U-DEC,3,5:00,Gilbert Burns,Stephen Thompson,0,0,29,19,3,0,0,0,2,8a0be41c0380188d
